Sample Name,Cpd,CAS,Name,Hits,Abund,Mining Algorithm,Area,Base Peak,Mass,Avg Mass,Score,m/z,m/z (prod.),RT,Start,End,Width,"Diff (Tgt, mDa)","Diff (Tgt, ppm)",Score (Tgt),Flags (Tgt),Flag Severity (Tgt),Flag Severity Code (Tgt),Mass (Tgt),RT (Tgt),RT Diff (Tgt),Sample Type,Formula,Height,Ions,Polarity,Z Count,Max Z,Min Z,Label,File,Instrument Name,Position,User Name,Acq Method,DA Method,IRM Calibration status
Propellant 10mg (2) GF 14 Neb 35,2,,Nitrobenzene,1,308970,Find by Formula,138243,121.0509,123.0322,,87.61,124.0395,,0.757,0.657,0.864,0.505,0.15,1.21,87.61,,Pass,0,123.0320,,,Sample,C6 H5 N O2,25935,5,Positive,1,1,1,Cpd 2: Nitrobenzene; C6 H5 N O2; 0.757,Propellant 10mg (2)_191206-00010.d,Instrument 1,P2-A4,Dominic Davis-Foster,Benito Gunshot Residue Positive.m,QualMethod.m,Success
Propellant 10mg (2),1,,Diethyl Phthalate,1,11659,Find by Formula,1094454,121.0509,222.0872,,62.13,223.0946,,10.461,9.633,10.975,8.457,-2.05,-9.24,62.13,low score,Warning,2,222.0892,,,Sample,C12 H14 O4,17778,4,Positive,1,1,1,Cpd 1: Diethyl Phthalate; C12 H14 O4; 10.461,Propellant 10mg (2)_191206-0004.d,Instrument 1,P2-A4,Dominic Davis-Foster,Benito Gunshot Residue Positive.m,QualMethod.m,Success
Propellant 10mg (2),2,,Nitrobenzene,1,273548,Find by Formula,43125,121.0509,123.0321,,87.61,124.0394,,1.328,1.312,1.394,0.299,0.05,0.43,87.61,,Pass,0,123.0320,,,Sample,C6 H5 N O2,22295,3,Positive,1,1,1,Cpd 2: Nitrobenzene; C6 H5 N O2; 1.328,Propellant 10mg (2)_191206-0004.d,Instrument 1,P2-A4,Dominic Davis-Foster,Benito Gunshot Residue Positive.m,QualMethod.m,Success
Propellant 1mg (2),1,,TNT,1,845,Find by Formula,5838,121.0509,227.0172,,68.93,228.0234,,12.778,12.712,12.828,12.722,-0.63,-2.76,68.93,low score,Warning,2,227.0178,,,Sample,C7 H5 N3 O6,1624,3,Positive,1,1,1,Cpd 1: TNT; C7 H5 N3 O6; 12.778,Propellant 1mg (2)_191206-0003.d,Instrument 1,P2-A3,Dominic Davis-Foster,Benito Gunshot Residue Positive.m,QualMethod.m,Success
Propellant 1mg (2),2,,Diethyl Phthalate,1,13766,Find by Formula,355754,121.0509,222.0874,,67.52,223.0949,,10.228,9.774,10.797,2.066,-1.80,-8.08,67.52,low score,Warning,2,222.0892,,,Sample,C12 H14 O4,12865,4,Positive,1,1,1,Cpd 2: Diethyl Phthalate; C12 H14 O4; 10.228,Propellant 1mg (2)_191206-0003.d,Instrument 1,P2-A3,Dominic Davis-Foster,Benito Gunshot Residue Positive.m,QualMethod.m,Success
Propellant 1mg (2),3,,Nitrobenzene,1,262552,Find by Formula,185602,121.0509,123.0321,,87.44,124.0394,,0.821,0.689,0.912,0.633,0.09,0.72,87.44,,Pass,0,123.0320,,,Sample,C6 H5 N O2,22269,4,Positive,1,1,1,Cpd 3: Nitrobenzene; C6 H5 N O2; 0.821,Propellant 1mg (2)_191206-0003.d,Instrument 1,P2-A3,Dominic Davis-Foster,Benito Gunshot Residue Positive.m,QualMethod.m,Success
Propellant 1mg (2) GT 200,1,,Nitrobenzene,1,335704,Find by Formula,168389,304.1545,123.0323,,87.47,124.0396,,3.222,3.139,3.246,0.053,0.24,1.95,87.47,,Pass,0,123.0320,,,Sample,C6 H5 N O2,53246,4,Positive,1,1,1,Cpd 1: Nitrobenzene; C6 H5 N O2; 3.222,Propellant 1mg (2)_191206-0006.d,Instrument 1,P2-A3,Dominic Davis-Foster,Benito Gunshot Residue Positive.m,QualMethod.m,Success
Propellant 1mg (2) GF 14,1,,TNT,1,792,Find by Formula,8041,121.0509,227.0157,,62.20,228.0228,,13.900,13.825,13.983,13.814,-2.12,-9.32,62.20,low score,Warning,2,227.0178,,,Sample,C7 H5 N3 O6,1400,3,Positive,1,1,1,Cpd 1: TNT; C7 H5 N3 O6; 13.900,Propellant 1mg (2)_191206-0007.d,Instrument 1,P2-A3,Dominic Davis-Foster,Benito Gunshot Residue Positive.m,QualMethod.m,Success
Propellant 1mg (2) GF 14,2,,Diethyl Phthalate,1,9906,Find by Formula,1399246,304.1544,222.0872,,59.06,223.0947,,9.420,8.195,9.975,5.595,-2.01,-9.04,59.06,low score,Warning,2,222.0892,,,Sample,C12 H14 O4,17624,4,Positive,1,1,1,Cpd 2: Diethyl Phthalate; C12 H14 O4; 9.420,Propellant 1mg (2)_191206-0007.d,Instrument 1,P2-A3,Dominic Davis-Foster,Benito Gunshot Residue Positive.m,QualMethod.m,Success
Propellant 1mg (2) GF 14,3,,"2,4-Dinitrodiphenylamine",1,450,Find by Formula,3033,304.1542,259.0595,,51.83,282.0474,,3.881,3.833,3.889,0.353,0.16,0.61,51.83,low score,Warning,2,259.0593,,,Sample,C12 H9 N3 O4,5925,3,Positive,1,1,1,"Cpd 3: 2,4-Dinitrodiphenylamine; C12 H9 N3 O4; 3.881",Propellant 1mg (2)_191206-0007.d,Instrument 1,P2-A3,Dominic Davis-Foster,Benito Gunshot Residue Positive.m,QualMethod.m,Success
Propellant 1mg (2) GF 14,4,,Nitrobenzene,1,295174,Find by Formula,1295336,304.1544,123.0321,,99.58,124.0394,,0.676,0.411,1.653,1.483,0.07,0.59,99.58,,Pass,0,123.0320,,,Sample,C6 H5 N O2,32200,6,Positive,1,1,1,Cpd 4: Nitrobenzene; C6 H5 N O2; 0.676,Propellant 1mg (2)_191206-0007.d,Instrument 1,P2-A3,Dominic Davis-Foster,Benito Gunshot Residue Positive.m,QualMethod.m,Success
Propellant 1mg (2) Neb 50,1,,Nitrobenzene,1,283080,Find by Formula,80377,121.0509,123.0321,,99.66,124.0394,,0.824,0.750,0.849,0.625,0.09,0.71,99.66,,Pass,0,123.0320,,,Sample,C6 H5 N O2,24258,5,Positive,1,1,1,Cpd 1: Nitrobenzene; C6 H5 N O2; 0.824,Propellant 1mg (2)_191206-0008.d,Instrument 1,P2-A3,Dominic Davis-Foster,Benito Gunshot Residue Positive.m,QualMethod.m,Success
Propellant 1mg (2) GF 14 Neb 35,1,,Nitrobenzene,1,299524,Find by Formula,71892,121.0509,123.0322,,87.45,124.0395,,6.405,6.356,6.438,1.084,0.18,1.44,87.45,,Pass,0,123.0320,,,Sample,C6 H5 N O2,29403,4,Positive,1,1,1,Cpd 1: Nitrobenzene; C6 H5 N O2; 6.405,Propellant 1mg (2)_191206-0009.d,Instrument 1,P2-A3,Dominic Davis-Foster,Benito Gunshot Residue Positive.m,QualMethod.m,Success
Propellant 1ug (2),1,,Nitrobenzene,1,268360,Find by Formula,42713,121.0509,123.0319,,87.38,124.0392,,1.034,1.001,1.059,0.658,-0.15,-1.24,87.38,,Pass,0,123.0320,,,Sample,C6 H5 N O2,24611,2,Positive,1,1,1,Cpd 1: Nitrobenzene; C6 H5 N O2; 1.034,Propellant 1ug (2)_191206-0002.d,Instrument 1,P2-A2,Dominic Davis-Foster,Benito Gunshot Residue Positive.m,QualMethod.m,Success
