Sample Name,Cpd,CAS,Name,Hits,Abund,Mining Algorithm,Area,Base Peak,Mass,Avg Mass,Score,m/z,m/z (prod.),RT,Start,End,Width,"Diff (Tgt, mDa)","Diff (Tgt, ppm)",Score (Tgt),Flags (Tgt),Flag Severity (Tgt),Flag Severity Code (Tgt),Mass (Tgt),RT (Tgt),RT Diff (Tgt),Sample Type,Formula,Height,Ions,Polarity,Z Count,Max Z,Min Z,Label,File,Instrument Name,Position,User Name,Acq Method,DA Method,IRM Calibration status
MeOH Blank - different method,1,,Ethyl Centralite,1,88528,Find by Formula,1519924,663.4572,268.1584,,82.20,269.1656,,13.962,13.837,14.263,0.145,0.87,3.25,82.20,,Pass,0,268.1576,,,Sample,C17 H20 N2 O,159217,2,Positive,1,1,1,Cpd 1: Ethyl Centralite; C17 H20 N2 O; 13.962,MeOH_Blank_diff_method_200221-00010.d,Instrument 1,P2-A1,Dominic Davis-Foster,Based on Cannabinoids in Urine.m,QualMethod.m,Success
MeOH Blank - different method,2,,Dimethyl Phthalate,1,15314,Find by Formula,460671,144.9819,194.0588,,65.15,212.0915,,12.241,12.108,12.527,0.183,0.92,4.76,65.15,low score; No H adduct,Warning,2,194.0579,,,Sample,C10 H10 O4,38461,4,Positive,1,1,1,Cpd 2: Dimethyl Phthalate; C10 H10 O4; 12.241,MeOH_Blank_diff_method_200221-00010.d,Instrument 1,P2-A1,Dominic Davis-Foster,Based on Cannabinoids in Urine.m,QualMethod.m,Success
MeOH Blank - different method,3,,Diethyl Phthalate,1,15917,Find by Formula,667874,123.0804,222.0877,,77.92,223.0951,,11.204,11.148,11.910,1.732,-1.49,-6.71,77.92,,Pass,0,222.0892,,,Sample,C12 H14 O4,17266,4,Positive,1,1,1,Cpd 3: Diethyl Phthalate; C12 H14 O4; 11.204,MeOH_Blank_diff_method_200221-00010.d,Instrument 1,P2-A1,Dominic Davis-Foster,Based on Cannabinoids in Urine.m,QualMethod.m,Success
MeOH Blank - different method,4,,"2,4-Dinitrodiphenylamine",1,11016,Find by Formula,56420,112.0504,259.0590,,64.50,277.0925,,2.742,2.576,2.775,2.654,-0.33,-1.29,64.50,low score; No H adduct,Warning,2,259.0593,,,Sample,C12 H9 N3 O4,11465,2,Positive,1,1,1,"Cpd 4: 2,4-Dinitrodiphenylamine; C12 H9 N3 O4; 2.742",MeOH_Blank_diff_method_200221-00010.d,Instrument 1,P2-A1,Dominic Davis-Foster,Based on Cannabinoids in Urine.m,QualMethod.m,Success
MeOH Blank - different method,5,,Nitrobenzene,1,152961,Find by Formula,1702276,144.9818,123.0320,,87.87,124.0393,,9.152,8.931,9.725,0.657,-0.06,-0.45,87.87,,Pass,0,123.0320,,,Sample,C6 H5 N O2,54645,3,Positive,1,1,1,Cpd 5: Nitrobenzene; C6 H5 N O2; 9.152,MeOH_Blank_diff_method_200221-00010.d,Instrument 1,P2-A1,Dominic Davis-Foster,Based on Cannabinoids in Urine.m,QualMethod.m,Success
MeOH Blank - different method,1,,Diphenylamine,1,10350,Find by Formula,174832,226.9518,169.0880,,68.62,170.0950,,2.763,2.730,2.928,1.172,-1.14,-6.71,68.62,low score,Warning,2,169.0891,,,Sample,C12 H11 N,35295,2,Positive,1,1,1,Cpd 1: Diphenylamine; C12 H11 N; 2.763,MeOH_Blank_diff_method_200221-0002.d,Instrument 1,P2-A1,Dominic Davis-Foster,Based on Cannabinoids in Urine.m,QualMethod.m,Success
MeOH Blank - different method,2,,Ethyl Centralite,1,97409,Find by Formula,1693491,924.2706,268.1587,,81.97,269.1659,,13.972,13.872,14.288,0.145,1.11,4.13,81.97,,Pass,0,268.1576,,,Sample,C17 H20 N2 O,173313,2,Positive,1,1,1,Cpd 2: Ethyl Centralite; C17 H20 N2 O; 13.972,MeOH_Blank_diff_method_200221-0002.d,Instrument 1,P2-A1,Dominic Davis-Foster,Based on Cannabinoids in Urine.m,QualMethod.m,Success
MeOH Blank - different method,3,,PETN,1,4295,Find by Formula,113938,226.9517,316.0143,,54.82,339.0044,,2.818,2.732,3.180,0.344,0.41,1.30,54.82,low score,Warning,2,316.0139,,,Sample,C5 H8 N4 O12,6694,4,Positive,1,1,1,Cpd 3: PETN; C5 H8 N4 O12; 2.818,MeOH_Blank_diff_method_200221-0002.d,Instrument 1,P2-A1,Dominic Davis-Foster,Based on Cannabinoids in Urine.m,QualMethod.m,Success
MeOH Blank - different method,4,,HMX,1,3038,Find by Formula,12954,114.0913,296.0454,,55.63,297.0530,,2.697,2.676,2.763,1.749,-1.08,-3.65,55.63,low score,Warning,2,296.0465,,,Sample,C4 H8 N8 O8,4128,2,Positive,1,1,1,Cpd 4: HMX; C4 H8 N8 O8; 2.697,MeOH_Blank_diff_method_200221-0002.d,Instrument 1,P2-A1,Dominic Davis-Foster,Based on Cannabinoids in Urine.m,QualMethod.m,Success
MeOH Blank - different method,5,,Diethyl Phthalate,1,52637,Find by Formula,1385651,453.3453,222.0877,,71.33,223.0948,,8.820,8.400,9.228,0.382,-1.50,-6.76,71.33,low score,Warning,2,222.0892,,,Sample,C12 H14 O4,59493,4,Positive,1,1,1,Cpd 5: Diethyl Phthalate; C12 H14 O4; 8.820,MeOH_Blank_diff_method_200221-0002.d,Instrument 1,P2-A1,Dominic Davis-Foster,Based on Cannabinoids in Urine.m,QualMethod.m,Success
MeOH Blank - different method,6,,Nitrobenzene,1,399349,Find by Formula,5731053,114.0912,123.0321,,99.27,124.0392,,5.962,5.322,6.525,1.016,0.04,0.31,99.27,,Pass,0,123.0320,,,Sample,C6 H5 N O2,135606,5,Positive,1,1,1,Cpd 6: Nitrobenzene; C6 H5 N O2; 5.962,MeOH_Blank_diff_method_200221-0002.d,Instrument 1,P2-A1,Dominic Davis-Foster,Based on Cannabinoids in Urine.m,QualMethod.m,Success
MeOH Blank - different method,1,,Ethyl Centralite,1,108820,Find by Formula,1726278,610.1848,268.1585,,82.64,269.1658,,13.971,13.849,14.191,0.143,0.98,3.65,82.64,,Pass,0,268.1576,,,Sample,C17 H20 N2 O,185827,3,Positive,1,1,1,Cpd 1: Ethyl Centralite; C17 H20 N2 O; 13.971,MeOH_Blank_diff_method_200221-0005.d,Instrument 1,P2-A1,Dominic Davis-Foster,Based on Cannabinoids in Urine.m,QualMethod.m,Success
MeOH Blank - different method,2,,Dimethyl Phthalate,1,15313,Find by Formula,397893,144.9820,194.0590,,65.40,212.0919,,12.228,12.128,12.514,0.177,1.10,5.65,65.40,low score; No H adduct,Warning,2,194.0579,,,Sample,C10 H10 O4,36971,4,Positive,1,1,1,Cpd 2: Dimethyl Phthalate; C10 H10 O4; 12.228,MeOH_Blank_diff_method_200221-0005.d,Instrument 1,P2-A1,Dominic Davis-Foster,Based on Cannabinoids in Urine.m,QualMethod.m,Success
MeOH Blank - different method,3,,Diethyl Phthalate,1,51499,Find by Formula,664601,453.3436,222.0876,,70.56,223.0948,,8.808,8.620,9.083,0.248,-1.56,-7.03,70.56,low score,Warning,2,222.0892,,,Sample,C12 H14 O4,43632,4,Positive,1,1,1,Cpd 3: Diethyl Phthalate; C12 H14 O4; 8.808,MeOH_Blank_diff_method_200221-0005.d,Instrument 1,P2-A1,Dominic Davis-Foster,Based on Cannabinoids in Urine.m,QualMethod.m,Success
MeOH Blank - different method,4,,"2,4-Dinitrodiphenylamine",1,12162,Find by Formula,64597,112.0504,259.0575,,65.78,277.0914,,2.740,2.586,2.795,1.811,-1.76,-6.81,65.78,low score; No H adduct,Warning,2,259.0593,,,Sample,C12 H9 N3 O4,12214,4,Positive,1,1,1,"Cpd 4: 2,4-Dinitrodiphenylamine; C12 H9 N3 O4; 2.740",MeOH_Blank_diff_method_200221-0005.d,Instrument 1,P2-A1,Dominic Davis-Foster,Based on Cannabinoids in Urine.m,QualMethod.m,Success
MeOH Blank - different method,5,,Nitrobenzene,1,404045,Find by Formula,7190344,114.0913,123.0321,,99.41,124.0393,,5.840,5.057,6.745,1.576,0.07,0.59,99.41,,Pass,0,123.0320,,,Sample,C6 H5 N O2,139762,5,Positive,1,1,1,Cpd 5: Nitrobenzene; C6 H5 N O2; 5.840,MeOH_Blank_diff_method_200221-0005.d,Instrument 1,P2-A1,Dominic Davis-Foster,Based on Cannabinoids in Urine.m,QualMethod.m,Success
MeOH Blank - different method,1,,Ethyl Centralite,1,101370,Find by Formula,1736595,610.1860,268.1586,,80.73,269.1658,,13.969,13.859,14.249,0.146,1.07,3.98,80.73,,Pass,0,268.1576,,,Sample,C17 H20 N2 O,183105,2,Positive,1,1,1,Cpd 1: Ethyl Centralite; C17 H20 N2 O; 13.969,MeOH_Blank_diff_method_200221-0007.d,Instrument 1,P2-A1,Dominic Davis-Foster,Based on Cannabinoids in Urine.m,QualMethod.m,Success
MeOH Blank - different method,2,,PETN,1,425,Find by Formula,61230,226.9514,316.0150,,55.77,317.0178,,2.871,2.738,3.080,0.260,1.14,3.60,55.77,low score,Warning,2,316.0139,,,Sample,C5 H8 N4 O12,4816,3,Positive,1,1,1,Cpd 2: PETN; C5 H8 N4 O12; 2.871,MeOH_Blank_diff_method_200221-0007.d,Instrument 1,P2-A1,Dominic Davis-Foster,Based on Cannabinoids in Urine.m,QualMethod.m,Success
MeOH Blank - different method,3,,Diethyl Phthalate,1,18004,Find by Formula,459297,123.0804,222.0883,,78.61,223.0957,,11.244,10.935,11.619,1.445,-0.95,-4.30,78.61,,Pass,0,222.0892,,,Sample,C12 H14 O4,17713,4,Positive,1,1,1,Cpd 3: Diethyl Phthalate; C12 H14 O4; 11.244,MeOH_Blank_diff_method_200221-0007.d,Instrument 1,P2-A1,Dominic Davis-Foster,Based on Cannabinoids in Urine.m,QualMethod.m,Success
MeOH Blank - different method,4,,"2,4-Dinitrodiphenylamine",1,10195,Find by Formula,90194,114.0912,259.0592,,59.62,277.0928,,2.738,2.430,2.794,2.539,-0.07,-0.28,59.62,low score; No H adduct,Warning,2,259.0593,,,Sample,C12 H9 N3 O4,11958,3,Positive,1,1,1,"Cpd 4: 2,4-Dinitrodiphenylamine; C12 H9 N3 O4; 2.738",MeOH_Blank_diff_method_200221-0007.d,Instrument 1,P2-A1,Dominic Davis-Foster,Based on Cannabinoids in Urine.m,QualMethod.m,Success
MeOH Blank - different method,5,,Nitrobenzene,1,435849,Find by Formula,5865682,114.0912,123.0321,,99.35,124.0392,,5.949,5.243,6.498,2.321,0.03,0.28,99.35,,Pass,0,123.0320,,,Sample,C6 H5 N O2,145851,5,Positive,1,1,1,Cpd 5: Nitrobenzene; C6 H5 N O2; 5.949,MeOH_Blank_diff_method_200221-0007.d,Instrument 1,P2-A1,Dominic Davis-Foster,Based on Cannabinoids in Urine.m,QualMethod.m,Success
Propellant Standard 10ug/mL - different method (1),1,,Diphenylamine,1,690314,Find by Formula,27403423,663.4561,169.0891,,98.97,170.0963,,13.641,13.458,13.950,0.130,-0.02,-0.10,98.97,,Pass,0,169.0891,,,Sample,C12 H11 N,3171127,3,Positive,1,1,1,Cpd 1: Diphenylamine; C12 H11 N; 13.641,Propellant_Std_10ug_diff_meth_1_200221-0011.d,Instrument 1,P2-A4,Dominic Davis-Foster,Based on Cannabinoids in Urine.m,QualMethod.m,Success
Propellant Standard 10ug/mL - different method (1),2,,Ethyl Centralite,1,385112,Find by Formula,23501469,663.4566,268.1576,,97.38,269.1649,,13.884,13.796,13.895,0.038,0.09,0.32,97.38,,Pass,0,268.1576,,,Sample,C17 H20 N2 O,11886401,3,Positive,1,1,1,Cpd 2: Ethyl Centralite; C17 H20 N2 O; 13.884,Propellant_Std_10ug_diff_meth_1_200221-0011.d,Instrument 1,P2-A4,Dominic Davis-Foster,Based on Cannabinoids in Urine.m,QualMethod.m,Success
Propellant Standard 10ug/mL - different method (1),3,,Dimethyl Phthalate,1,10460,Find by Formula,494850,112.0505,194.0587,,62.11,212.0926,,3.271,3.097,4.130,0.870,0.78,4.01,62.11,low score; No H adduct,Warning,2,194.0579,,,Sample,C10 H10 O4,15092,2,Positive,1,1,1,Cpd 3: Dimethyl Phthalate; C10 H10 O4; 3.271,Propellant_Std_10ug_diff_meth_1_200221-0011.d,Instrument 1,P2-A4,Dominic Davis-Foster,Based on Cannabinoids in Urine.m,QualMethod.m,Success
Propellant Standard 10ug/mL - different method (1),4,,Nitrobenzene,1,349193,Find by Formula,3483212,112.0504,123.0320,,99.73,124.0393,,2.576,2.488,2.802,0.400,-0.01,-0.08,99.73,,Pass,0,123.0320,,,Sample,C6 H5 N O2,285850,3,Positive,1,1,1,Cpd 4: Nitrobenzene; C6 H5 N O2; 2.576,Propellant_Std_10ug_diff_meth_1_200221-0011.d,Instrument 1,P2-A4,Dominic Davis-Foster,Based on Cannabinoids in Urine.m,QualMethod.m,Success
Propellant Standard 10ug/mL - different method (2),1,,Diphenylamine,1,686348,Find by Formula,26952570,663.4575,169.0890,,98.81,170.0962,,13.634,13.476,13.969,0.130,-0.10,-0.59,98.81,,Pass,0,169.0891,,,Sample,C12 H11 N,3139494,3,Positive,1,1,1,Cpd 1: Diphenylamine; C12 H11 N; 13.634,Propellant_Std_10ug_diff_meth_2_200221-0012.d,Instrument 1,P2-A4,Dominic Davis-Foster,Based on Cannabinoids in Urine.m,QualMethod.m,Success
Propellant Standard 10ug/mL - different method (2),2,,Ethyl Centralite,1,235641,Find by Formula,95100530,663.4611,268.1577,,97.99,269.1650,,14.094,14.083,14.767,0.131,0.15,0.57,97.99,,Pass,0,268.1576,,,Sample,C17 H20 N2 O,11929191,3,Positive,1,1,1,Cpd 2: Ethyl Centralite; C17 H20 N2 O; 14.094,Propellant_Std_10ug_diff_meth_2_200221-0012.d,Instrument 1,P2-A4,Dominic Davis-Foster,Based on Cannabinoids in Urine.m,QualMethod.m,Success
Propellant Standard 10ug/mL - different method (2),3,,Diethyl Phthalate,1,48871,Find by Formula,2229939,114.0914,222.0874,,57.42,223.0951,,7.894,7.287,8.158,0.590,-1.81,-8.15,57.42,low score,Warning,2,222.0892,,,Sample,C12 H14 O4,71606,2,Positive,1,1,1,Cpd 3: Diethyl Phthalate; C12 H14 O4; 7.894,Propellant_Std_10ug_diff_meth_2_200221-0012.d,Instrument 1,P2-A4,Dominic Davis-Foster,Based on Cannabinoids in Urine.m,QualMethod.m,Success
Propellant Standard 10ug/mL - different method (2),4,,Nitrobenzene,1,355181,Find by Formula,2495082,112.0504,123.0321,,99.75,124.0393,,2.532,2.444,2.808,0.663,0.08,0.69,99.75,,Pass,0,123.0320,,,Sample,C6 H5 N O2,133982,5,Positive,1,1,1,Cpd 4: Nitrobenzene; C6 H5 N O2; 2.532,Propellant_Std_10ug_diff_meth_2_200221-0012.d,Instrument 1,P2-A4,Dominic Davis-Foster,Based on Cannabinoids in Urine.m,QualMethod.m,Success
Propellant Standard 1ug/mL - different method (1),1,,Diphenylamine,1,95400,Find by Formula,610560,223.1698,169.0895,,88.92,170.0965,,13.699,13.688,13.817,0.049,0.32,1.91,88.92,,Pass,0,169.0891,,,Sample,C12 H11 N,188651,3,Positive,1,1,1,Cpd 1: Diphenylamine; C12 H11 N; 13.699,Propellant_Std_1ug_diff_meth_1_200221-0002.d,Instrument 1,P2-A2,Dominic Davis-Foster,Based on Cannabinoids in Urine.m,QualMethod.m,Some Ions Missed
Propellant Standard 1ug/mL - different method (1),2,,Ethyl Centralite,1,151612,Find by Formula,134357104,924.2732,268.1572,,85.94,269.1644,,13.975,13.864,14.589,0.220,-0.31,-1.17,85.94,,Pass,0,268.1576,,,Sample,C17 H20 N2 O,10274829,3,Positive,1,1,1,Cpd 2: Ethyl Centralite; C17 H20 N2 O; 13.975,Propellant_Std_1ug_diff_meth_1_200221-0002.d,Instrument 1,P2-A2,Dominic Davis-Foster,Based on Cannabinoids in Urine.m,QualMethod.m,Some Ions Missed
Propellant Standard 1ug/mL - different method (1),3,,Methyl Centralite,1,15422,Find by Formula,250893,144.9740,240.1286,,51.83,263.1179,,12.055,12.044,12.165,0.015,2.37,9.87,51.83,low score; No H adduct,Warning,2,240.1263,,,Sample,C15 H16 N2 O,82183,2,Positive,1,1,1,Cpd 3: Methyl Centralite; C15 H16 N2 O; 12.055,Propellant_Std_1ug_diff_meth_1_200221-0002.d,Instrument 1,P2-A2,Dominic Davis-Foster,Based on Cannabinoids in Urine.m,QualMethod.m,Some Ions Missed
Propellant Standard 1ug/mL - different method (1),4,,PETN,1,4155,Find by Formula,404002,144.9800,316.0150,,54.14,334.0485,,11.426,11.160,12.893,0.416,1.13,3.58,54.14,low score; No H adduct,Warning,2,316.0139,,,Sample,C5 H8 N4 O12,10803,3,Positive,1,1,1,Cpd 4: PETN; C5 H8 N4 O12; 11.426,Propellant_Std_1ug_diff_meth_1_200221-0002.d,Instrument 1,P2-A2,Dominic Davis-Foster,Based on Cannabinoids in Urine.m,QualMethod.m,Some Ions Missed
Propellant Standard 1ug/mL - different method (1),5,,Diethyl Phthalate,1,22314,Find by Formula,283041,112.0521,222.0871,,53.62,223.0969,,3.527,3.395,3.625,0.220,-2.15,-9.67,53.62,low score,Warning,2,222.0892,,,Sample,C12 H14 O4,31647,4,Positive,1,1,1,Cpd 5: Diethyl Phthalate; C12 H14 O4; 3.527,Propellant_Std_1ug_diff_meth_1_200221-0002.d,Instrument 1,P2-A2,Dominic Davis-Foster,Based on Cannabinoids in Urine.m,QualMethod.m,Some Ions Missed
Propellant Standard 1ug/mL - different method (1),6,,Nitrobenzene,1,298819,Find by Formula,10991664,114.0916,123.0322,,87.81,124.0394,,5.844,5.557,8.119,0.862,0.21,1.74,87.81,,Pass,0,123.0320,,,Sample,C6 H5 N O2,160411,4,Positive,1,1,1,Cpd 6: Nitrobenzene; C6 H5 N O2; 5.844,Propellant_Std_1ug_diff_meth_1_200221-0002.d,Instrument 1,P2-A2,Dominic Davis-Foster,Based on Cannabinoids in Urine.m,QualMethod.m,Some Ions Missed
Propellant Standard 1ug/mL - different method (1),7,,Phenazine,1,277,Find by Formula,172306,144.9747,180.0702,,60.45,203.0577,,12.055,12.044,12.209,0.154,1.44,8.00,60.45,low score,Warning,2,180.0687,,,Sample,C12 H8 N2,22549,4,Positive,1,1,1,Cpd 7: Phenazine; C12 H8 N2; 12.055,Propellant_Std_1ug_diff_meth_1_200221-0002.d,Instrument 1,P2-A2,Dominic Davis-Foster,Based on Cannabinoids in Urine.m,QualMethod.m,Some Ions Missed
Propellant Standard 1ug/mL - different method (2),1,,Diphenylamine,1,151750,Find by Formula,2454292,223.1697,169.0896,,86.96,170.0965,,13.631,13.510,13.918,0.135,0.40,2.38,86.96,,Pass,0,169.0891,,,Sample,C12 H11 N,269243,3,Positive,1,1,1,Cpd 1: Diphenylamine; C12 H11 N; 13.631,Propellant_Std_1ug_diff_meth_2_200221-0004.d,Instrument 1,P2-A2,Dominic Davis-Foster,Based on Cannabinoids in Urine.m,QualMethod.m,Success
